Gene1	Gene2	EdgeWeight
CDS2	PSD4	0.3954652476727745
CEP120	MACF1	0.3954193928427331
HGF	CFD	0.3953873396531877
MYO15B	SMC4	0.39534414463713796
MTO1	NXT2	0.39532623200350897
EXOSC3	MITD1	0.39527624870129213
NXT2	RAB26	0.39522778586529145
RASAL3	SLC31A2	0.3952093270133777
CYB561D1	CALR	0.3951523256363756
CHST10	KATNB1	0.3951152290539597
TMEM214	PRMT3	0.3951082575048161
LYZ	SESN3	0.3950805577902109
PRDX4	PKNOX1	0.3950098226428228
APEX2	HIST1H4C	0.3949613729871517
HSH2D	BRAT1	0.3949532651835559
GNPDA2	MBLAC2	0.3948810094493145
SERPINB1	SDF2L1	0.3948719407027252
EARS2	KPNA5	0.3948625197177697
TMEM39A	TUBE1	0.3947817831193936
APLP2	TTC8	0.3947525103500037
IMPAD1	HTRA2	0.3947183632908575
PIK3CB	PRTN3	0.3946979739736881
CCDC137	B3GALT6	0.39467546778972895
VAT1	PMS2	0.3945969291061041
SSH3	TRGC2	0.3945691807397028
LRPAP1	MGLL	0.3945148099349735
SNHG29	C1orf74	0.3944585354164993
FAM98A	SYNGR3	0.3944022184686273
SYVN1	GPA33	0.3943798303812423
AC004069.1	AC017104.3	0.3943279896338815
ADNP2	TPM3	0.3943025874280269
OARD1	HYAL3	0.39423822179014006
AL359643.3	KIT	0.3942059570049562
CCDC169	C5orf15	0.3941724570807363
BRD8	FNDC3B	0.3941617852915724
NT5DC2	SRGN	0.39414398148811225
SMC4	SYNGR1	0.3941025538946864
DMAC1	TRBV12-3	0.3940972004348999
GRN	C12orf66	0.3940794489340024
CDS2	CSF1R	0.3940207981216621
ARHGAP15	ERG	0.3940197932000633
HSH2D	TMEM177	0.3939926021267377
IMMP1L	TMEM121	0.3939909329846761
DPEP3	AC109326.1	0.39395621925883095
KBTBD11	FBN2	0.39395159636767896
AP002761.4	FOSB	0.3938639789916
FARSA	SLC25A43	0.3938480517974993
PRRT4	MYC	0.3938312389195873
ARHGEF39	KCTD6	0.3938130749162847
AC245014.3	ZNF526	0.39381060383832267
GPR180	AKR1B1	0.3937987811819527
CEPT1	FAM98A	0.3937765437908426
JKAMP	HSPD1	0.3937566036837963
GATM	TENT5A	0.3937325311980969
CEP120	HMGA2	0.3937171827550569
SLC25A12	EEF1AKMT3	0.39368867351844666
TPM3	LRPAP1	0.3936120396512294
PRSS21	QSOX1	0.39360717323355865
RPP14	SLC25A43	0.3936059642181372
KCNAB2	LENG8	0.3936015751647694
CALR	UTP15	0.39359503190608375
SDF2L1	MFAP4	0.39355044269775946
PRPS2	SDF2L1	0.3933704570381095
CSF3R	BRD8	0.3933683003642811
MYO15B	CEBPE	0.3933355399357416
PABPC1L	PRPS2	0.3932495147251034
SDF2L1	IL5RA	0.3932283536526845
HSPA5	CD164	0.3932177705013026
MPO	CHST10	0.393211133877002
RHOBTB1	CSF1R	0.3931987474417333
NFYB	HSP90B1	0.3931784729219914
TTC19	AC096667.1	0.3931511943980183
MS4A3	BRAT1	0.393111361988626
MCM4	SMARCA4	0.3931077184000481
C12orf66	GRN	0.3930851757198448
CDT1	BMP1	0.3930779970417903
GLT8D1	CXorf21	0.3930709376689277
ELANE	LOXL3	0.39305615475553707
PUS3	GATM	0.3930401360943805
TPM3	FTL	0.39303194407406417
CHID1	SLC25A12	0.39299155915218975
GPI	CEBPE	0.3929468248147594
SLC38A10	DYNC2LI1	0.39291869535211693
EPG5	FGFR1OP	0.3928702196212807
AZU1	KATNB1	0.3928651485838215
UGGT1	PTK2B	0.3928403665868268
SLC35C2	PRG2	0.3928374432614545
NOTCH1	CXorf21	0.3928353359497904
LRPAP1	GNPDA2	0.3928178568407035
TRIM6	MPO	0.3928043051951653
BRAT1	UGGT1	0.3927983319161266
EPG5	HSPA5	0.3927741637904514
HSPD1	CHID1	0.3927671865334608
DUSP2	SSX2IP	0.3927569574019569
GLT8D1	AL034397.3	0.39272395759712136
MRPS12	TMEM39A	0.3927018398978702
DIAPH2	RASGRP2	0.3926722286766336
DPP7	CTSG	0.3926391782628628
CEPT1	PAPOLA	0.39263186690927776
REV1	JUND	0.3926090167253883
C1QTNF4	ANKRD18A	0.3925958192958533
KCNE5	ZGRF1	0.3925821432395484
BLZF1	GPR180	0.3925264781990048
LRBA	KIF17	0.39251589874662
GOSR1	ZNF586	0.3923981108514858
CNPY3	CATSPER2	0.3923737295135312
DMXL2	BNIP3L	0.3923333967049811
CATSPER2	LRBA	0.3923030141576715
TPRN	NCAPH	0.3922780403432289
KBTBD6	COQ3	0.3922630961283939
MS4A3	POLR2L	0.39222309531369703
SSR4	NCAPH	0.3921803030159888
ITGAL	AL359643.3	0.39217216879603817
ERI1	C1QTNF4	0.3921311736484685
FTL	C3AR1	0.39208927814168104
NCOA4	RNASE2	0.3920737200605624
GRN	AKR1B1	0.3920624535756986
CSF3R	MACF1	0.3920553421124449
RXFP2	ALAS1	0.39204331834964135
CTSG	DMAC1	0.3920401982433605
EMB	LSP1	0.3919657178938137
IMPAD1	MBLAC2	0.3918962362113369
AFF1	CEPT1	0.3918956505740601
HSP90B1	TTC19	0.3918934711760087
HSPA5	HAL	0.3918860333334517
CPD	AL355922.1	0.39183515190567225
DUSP2	HSP90B1	0.3918188610994999
CXorf21	CFD	0.391790899588644
ZNF574	CYB5RL	0.3917868273112173
ATAD1	SNTB1	0.39178325041028944
MCM4	PKNOX1	0.3916726929690613
TMED4	LZTFL1	0.3916584008069229
FANCA	ASCL2	0.391651496841092
B3GALNT1	NT5DC3	0.3916388904728743
GTF3C3	PIGK	0.3916101352820588
DPH2	ARFRP1	0.3915969346596037
EPG5	PCBP3	0.3915925583346749
RHOU	CST3	0.3915879548842081
RUNX1	CTSG	0.39157136791291103
P2RY2	ZNF747	0.3915430812830188
EIF5B	NCAPH	0.39151193014822777
SERPINB1	ELANE	0.3914945599253811
CANX	DCAF4	0.3914202202871863
GRPEL1	TTC19	0.3913004424673772
TUBE1	HSP90B1	0.3912882833667407
SACS	LRRC45	0.3912873820099962
VPS13A	FASTKD3	0.3912697110302281
RASGRP2	CAMK1D	0.3912561515588762
UAP1	SERPINB1	0.3912523734543743
MCM4	SMC4	0.39119217708579296
GOSR1	SERPINB10	0.3911828479229905
ALAS1	FGFR1OP	0.39114595675742425
MYO18A	TPM3	0.3911421259773905
SLC1A5	PRKAG2	0.39113817130895495
FTL	RCCD1	0.3911313502944728
ZBTB33	TENT5A	0.39109504653760585
HIVEP3	GPR180	0.3909754385282917
LRRCC1	GSEC	0.3909463047756627
CDT1	SLC22A15	0.39090604290713465
PLCE1	CANX	0.3908939718775836
KAT7	TBC1D10C	0.3908774096205088
TRIOBP	IGFBP2	0.3908591624956776
GOSR1	MAPK1	0.3908421301982843
METTL15	CSF1R	0.3908021811700736
AZU1	SSH3	0.3907435394881451
C19orf54	TBC1D10C	0.3906923812194824
AZU1	GPR180	0.3906450589610316
HTRA2	IFT22	0.3905821069712845
MTO1	CSF3R	0.3905707860710955
CMTR2	C1GALT1C1	0.3905435256696287
LAMC1	HEMK1	0.3904846179587388
ZBTB16	RNVU1-15	0.39047703571174397
FAM107B	PEX7	0.39042433254313536
TCF25	ZNF512B	0.3904091892671456
URB2	MAN1A1	0.3903514967316877
FNDC3B	CEBPE	0.3902690916352865
AC118549.1	VPS13C	0.3902575609610292
VAT1	TMEM177	0.3902522224757495
SNHG29	TRIB3	0.3901863471525625
PLTP	CNPY3	0.3901811305492535
AC245014.3	PRTN3	0.3901706466842701
CTHRC1	GPR180	0.3901706245842327
ITM2A	CSF1R	0.3901698562116179
CALR	TUBE1	0.39016331009643895
SRGN	CST7	0.3900957235568292
DNMT1	DPP7	0.390090219148525
RAB5B	PKD1	0.3900268012543432
BRAT1	CFD	0.38999263019649694
DPP7	ANKRD18A	0.3899524619907476
IL2RG	SACS	0.38988415062939596
CYP2S1	CXorf21	0.3898461272983605
APLP2	PUS3	0.3898437120908644
CNPY3	EMB	0.3898162444430545
YME1L1	WDR77	0.38980521234464005
ZNF649	PHYHD1	0.38980060132847705
SMC4	COLGALT2	0.3897825247394812
EIF5B	COLGALT2	0.38977106220148333
BRD8	TRIQK	0.389643852597034
CTSG	SDF2L1	0.3896437194021231
DNAJB9	CST3	0.3896140969420311
EIF3E	SDF2L1	0.3896125913419696
CPVL	CST7	0.3895614457234011
LUC7L3	CFD	0.3894543785304855
C3AR1	PRPS2	0.3894530373654296
CHM	PANK1	0.3894448139346602
ZDHHC8	FAM122B	0.3893278673202464
CST3	TMEM121	0.38931447046245
IL2RG	FGFR1OP	0.38929012607883795
HSH2D	FBN2	0.3892897994023969
SDF2L1	KIT	0.38928927535605135
ZKSCAN2	SMC4	0.3892699886135072
ARHGEF39	RNVU1-15	0.3892508850687663
AC104232.1	MS4A3	0.3892135742104027
CHD6	SRGN	0.3892103966687384
SERPINB1	MRPS12	0.3891408266307658
TMX3	CLEC5A	0.3891166384948304
CD164	HNRNPD	0.3891160265375153
PSD4	ERI1	0.3890983388925083
HSPA5	RBM15B	0.38908716912298746
JAM3	MFAP4	0.3890852219562208
ATAD1	AKR1B1	0.3890637166004539
FBN2	FES	0.3890574674154143
QSOX1	CEP120	0.38903703744277257
FARSA	SRGN	0.38902731355191417
RPL3P4	DUSP2	0.38900938594474205
CD52	CEBPE	0.3890035059156817
CATSPER2	SSX2IP	0.3889832372504858
UHRF1BP1	CPVL	0.388957101622632
TOP1MT	NCAPH	0.38894955553585797
SLC35A5	MYC	0.3889176571017852
ARF1	MAPKAPK3	0.388901071143549
AFF1	SYVN1	0.3888785411943581
TRIB3	MGLL	0.3888737844815361
ZBTB16	C1QTNF4	0.3888584752893521
EPG5	ELANE	0.3888413669656213
MFAP4	PRMT1	0.3887811378132142
TRIM6	FASTKD3	0.3887597829126896
IL2RG	TUBE1	0.3887560380380625
FAM98A	ZNF747	0.38874758292731704
MED21	LEKR1	0.3887035107773018
SLC5A3	GPAA1	0.3886890364556622
AL034397.3	EMC3-AS1	0.3886509302529098
SSR4	B3GALT6	0.3886349546565551
FP671120.5	ABCC1	0.3886330980549148
TBCCD1	ANKRD33B	0.3886043385574995
ADNP2	DIAPH2	0.3885236433190293
UGGT1	CABIN1	0.38850927369814586
DYNC2LI1	TMEM104	0.3884925014073901
FARSA	MPO	0.3884488957883221
TRIM35	HSPA5	0.3884380768414049
BNIP3L	SLC1A5	0.3883950730891429
KIT	TPRN	0.3883799306572772
NDUFA5	RASGRP3	0.38836116657946346
AC004069.1	POM121	0.3883146374410442
SLC31A2	DUSP2	0.388309669452503
GGPS1	PRDX4	0.38829034402587703
RANGAP1	MAPKAPK3	0.3882280161500804
ARF1	AL078587.1	0.3882171087579244
UNC45A	MITD1	0.38813062076590776
PIGK	ERG	0.3880280154791865
SHLD2	SACS	0.3880194133013967
COA7	GTF3C3	0.3880067191368265
GPAA1	B3GALT6	0.3879533948526793
EXOSC3	KAT7	0.3879228623301815
CCNG2	ZNF586	0.3878882349437856
FARSA	FBN2	0.38785771565177896
FASTKD3	C3AR1	0.38785075209587294
GSEC	HSPA5	0.3878200740117323
IP6K2	CTSG	0.3877928782217981
POM121	PIGW	0.38771946387780737
TENT5A	SNHG29	0.3876961500054727
TENT5A	PRPS2	0.3876780531096116
ERLIN1	FTL	0.3876745120153251
ZNF526	DIAPH2	0.3876592242448782
ZNF512B	ACSM1	0.3876317844540851
AC104232.1	ZC4H2	0.3876232592551986
MITD1	CXorf21	0.3876156157098789
DNAJB9	ZNF573	0.38754214271850906
CYB561D1	CSF3R	0.3875305974243882
CFD	MGLL	0.3874922042911133
PRMT3	HNRNPD	0.3874740495271459
PRTN3	ACY3	0.3874680393181363
IRS2	TPM3	0.3874102782223903
PLOD3	B3GALT6	0.3874031541427964
TNRC6C	IGSF10	0.3873742123236896
FARSA	PHYHD1	0.3873672546463149
RAB26	NT5DC2	0.3873622950889438
LUC7L3	TENT5A	0.3873557133330856
SSX2IP	CD52	0.3873504435136755
APLP2	RBM45	0.38734118671425133
DMAC1	MS4A3	0.3873381940142408
CMAHP	KCNE5	0.3873332495829604
SYNGR1	PRKCSH	0.3873164935954793
TRIM35	CCDC51	0.3872990563706385
AC104232.1	ITM2A	0.3872898913185648
HAL	BRD8	0.3872719700502385
CEBPE	CHM	0.3872699875866469
JKAMP	GPT2	0.3872644589960049
FASTKD3	NCAPH	0.3872485304002951
MCM4	CRELD2	0.387245038610159
SNTB1	FNDC3B	0.3872442979415875
AC245014.3	HSP90B1	0.3872299511084144
SLC25A12	PRG2	0.3872251510045339
NEMF	GRN	0.38722489534099197
PRKAG2	RAB26	0.38721573219834937
POLR1B	PLOD3	0.3870859141457548
NUP188	SNTB1	0.3870740938438529
YME1L1	CHML	0.3870659012414177
CST3	C1orf74	0.3870585661392908
RANGAP1	LPO	0.3870380377793833
RBM45	C1QTNF3	0.3870067630662117
ARHGAP15	AC245014.3	0.386959012300064
OSBP	IMPAD1	0.3868975914343322
DBNL	DOLK	0.3868256251248255
GRPEL1	CCDC137	0.3868222676150379
HIST1H4C	SERPINB1	0.3868132725099245
C1QTNF4	MAPKAPK3	0.3867810716419141
RASAL3	LRRC45	0.3867399544068906
MRPS12	NCAPH	0.3867291519679077
CCDC137	WDR77	0.3867229523798024
NEK1	CLEC5A	0.38671502881084296
CDS2	TTC8	0.3866164580705031
C1GALT1C1	RXFP2	0.3865779842323164
AC104232.1	PLCE1	0.38656938542894026
TOP1MT	RXFP2	0.38656240111097095
APLP2	SRP14	0.3865391996969056
VPS13C	OARD1	0.3865171350945787
MROH8	DUSP2	0.3865132315123053
RASGRP2	LRRCC1	0.3864659076299247
GPI	EHHADH	0.38645867294704783
ANKRD33B	DDX28	0.3864340150671474
NT5DC3	LINC00173	0.38638847322058784
TPM3	MAPKAPK3	0.3863330231432308
HSH2D	URB2	0.3863194722273221
SSR4	SNHG29	0.3862837534646513
PIK3CB	APLP2	0.3862805330073516
EIF3E	ACSM1	0.3862578972441732
PVR	BMP1	0.3861782222409304
LSP1	SRPRB	0.3861654154758026
GPI	FARSA	0.3861652135429039
EMB	LRRCC1	0.3861497754860571
RANGAP1	MS4A3	0.38608398965076174
DNM1	NR1I2	0.3860695464059691
LSP1	AC096667.1	0.3860277741036568
SERPINB10	RNASE2	0.3859920069433873
RBM15B	SDF2L1	0.3859457448127995
PRKCSH	TENT5A	0.3859446379968948
CANX	SLC25A43	0.3859253393847157
RECQL4	RASGRP2	0.3859107819652438
C19orf54	IMMP1L	0.3859095552643928
SRGN	MAN2B2	0.3858966721339396
LZTFL1	SSR4	0.38586278077304137
MAPK1	MGAT4A	0.3858467394692872
SLC22A31	RECQL4	0.38578595848787023
CEP250	EPM2A	0.38566074373113024
PRTN3	NCAPH	0.3856581819556832
LZTFL1	RBM45	0.3856471592083376
FAM107B	CYB561D1	0.3856407515796088
RASGRP2	MRM1	0.3855776950320397
HSH2D	GPT2	0.3855356550591837
HIST1H4C	TRIM35	0.38553026361744797
HSPA5	LPO	0.3855299433551562
LSP1	TRBV12-3	0.38546750491899145
GTPBP1	ZNF573	0.3854586518570554
RCCD1	APLP2	0.3854574868514904
STT3B	PKNOX1	0.3853999476316876
TENT5A	CD244	0.38539768779579403
TBCCD1	ADNP2	0.38537478032491296
NR1I2	PCK2	0.3853687395228766
IL5RA	MAN1A1	0.3853564609739401
JUND	SLC1A5	0.3853153854042269
RUNX1	HSPA5	0.3853051217126288
IMPAD1	SHLD2	0.3852946444191989
CCDC51	CTDP1	0.3852830262483451
ITGAL	FTL	0.3852402990412307
TRIQK	LRBA	0.3851992705615061
CST7	MROH8	0.3851987152214772
PLS1	NSDHL	0.3851866009491543
ALDH3A2	RECQL4	0.3850924589576269
BRAT1	AL078587.1	0.38508957500868185
APLP2	TMEM121	0.3850825497096548
CSF1R	NXT2	0.3850782448464917
C1GALT1C1	CLEC5A	0.385035816251518
PRMT3	SNHG29	0.3850283417271032
FTCDNL1	DNM1	0.3850220057972667
BLZF1	ZBTB33	0.3850171556890236
ATL2	SLC25A43	0.3849916647062143
CLEC12A	APLP2	0.3849905535624149
RAB26	NT5DC3	0.3849876611681319
ZSCAN31	ATAD1	0.3848694215853712
CTDP1	AC017104.3	0.3848633059339196
RALA	PAPOLA	0.3848406118590458
VPS13C	FOSB	0.3848361164005548
HAVCR2	SERPINB1	0.3848131231307652
GSEC	NSDHL	0.3847899625266288
GRAMD1B	RBM45	0.3847818109280101
DMAC1	EEF1AKMT3	0.384725182216506
PAPOLA	RNASE2	0.3847218447407068
IFT22	CPVL	0.3846715674549985
SNTB1	QSOX1	0.3846519352197371
TSPOAP1	NCAPH	0.3846359898358391
PAPOLA	C12orf66	0.3846196434272012
CDT1	FARSA	0.3846068138095744
JUND	ERI1	0.3846029429672089
ATL3	RECQL4	0.38456919416937857
SLC5A3	CATSPER2	0.3845654922962097
TTC19	CAMK1D	0.3845631864939717
IRF3	MARS2	0.3845407031917481
SIRPB2	HGF	0.3845009678849403
LRPAP1	DCAF10	0.3844545794534884
PIGW	C12orf66	0.38442065884466653
RALA	PALB2	0.38441829441965947
APEX2	CSF3R	0.3843976777142207
SESN3	CPVL	0.38439176289627375
GPI	TMEM39A	0.3843764023379518
RPL3P4	PHYHD1	0.3843496983804969
PRG2	HMGA2	0.3843376876710535
MGAT4A	SRPRB	0.38429004906471975
PAPOLA	RAVER1	0.384283865927015
GOSR1	ACP4	0.3842708750017781
ERAP1	LSP1	0.3842693902596412
NPLOC4	PTK2B	0.38426542047642587
CXorf21	DUSP2	0.3842488029490813
PTK2B	EXOSC3	0.38424185835555663
ZNF747	ANKRD18A	0.3842198719809061
C1QTNF4	PRKCSH	0.3841715101448943
SLC38A10	CSF3R	0.3841419646751321
LIG1	HSP90B1	0.3841327167972618
CATSPER2	TENT5A	0.3841242530236785
TRIQK	TMED4	0.3840998333191171
TRGC2	CTSG	0.3840534561499184
FAM107B	DBNL	0.38399466659665454
VPS13C	GTF3C3	0.3839749372969505
CPVL	SNHG29	0.3838957419361781
ATAD1	CCL23	0.3838949239673032
HGH1	CALR	0.3838848458594432
MRPS12	KIF17	0.3838243851713782
SSR4	SLC5A3	0.3838243329621802
CD52	CSF1R	0.3838227056224908
ACSM1	WDFY1	0.3838136643950162
TOP1MT	LSP1	0.3838087078793165
SLC1A5	TRIQK	0.3838034117558807
CFD	PRTN3	0.3837769557220188
ZNF574	ATL3	0.3837475031242864
SNHG29	ELANE	0.3837306313000336
CYB561D1	BLZF1	0.3837109971738286
AC118549.1	EHHADH	0.3837067576869472
TMEM19	FUT4	0.3836986155173888
VPS13A	IGSF10	0.3836263463738988
EXOSC3	TRIM35	0.38356821004546576
CST7	DPEP3	0.3835402749522319
AC019069.1	POLR3F	0.3834951867912843
CCL23	CEBPE	0.3834813744448376
MCM4	NSDHL	0.3834214397881106
HIVEP3	ELANE	0.3834145461505597
MAN1A1	GANC	0.3833751888538546
ACSM1	TENT5A	0.38333396208230136
ZNF512B	DIAPH2-AS1	0.3832972622775372
EXOSC3	AL359643.3	0.3832515702386996
PUS3	C1QTNF3	0.38323282531930825
PLS1	SRGN	0.38321334664367934
CLEC5A	AZU1	0.3831203211719672
CANX	HNRNPD	0.383100215572966
CTDP1	AC104232.1	0.3830903651652371
HEMK1	B3GALNT2	0.383087410636402
KAT6B	LRPAP1	0.38305617409910403
ITM2A	ARHGAP15	0.3830321614489419
RUNX1	TPRN	0.38283527727379135
HAL	PCBP3	0.38282643944083017
VAT1	FIG4	0.3828027415862881
COLGALT2	KATNA1	0.3827991722961844
CD164	CLEC5A	0.38277004937478576
MARS2	PVR	0.3827636208101489
COQ3	CLEC5A	0.3827413762346809
PEX7	DDX56	0.3827230054634093
BLZF1	AZU1	0.3826858686527782
BRD8	CCDC169	0.3826581053165108
FP671120.5	OSBP	0.38264241399664795
CCDC137	MBLAC2	0.3826144702638639
TMED4	MYC	0.3825512011824655
AC118549.1	AKR1B1	0.3825155746848249
CST7	GTPBP1	0.3825139959865413
TUBE1	SLC35C2	0.3825103841510741
CYBRD1	KAT7	0.38249444905830143
CD244	TTC19	0.38247927819893823
RASGRP2	CD164	0.3824367748382318
B3GALNT1	B3GALNT2	0.382420187871628
VPS13C	CHD6	0.3824127532867219
SLC15A2	SRGN	0.3823581319012132
CHST10	PLOD3	0.3823407965766069
LYZ	DUSP2	0.3822963604160352
LENG8	HMGB2	0.38227259718774775
FNDC3B	TMEM44	0.38223482411822735
VAT1	SERPINB10	0.3822141796129386
ERLIN1	SYNGR1	0.3822036547707384
PLOD3	DUSP2	0.3821866547422564
HSPD1	ACSM3	0.3821776094006336
QSOX1	DYNC2LI1	0.3821752866510803
PRMT1	FASTKD3	0.38215722208158703
LIG1	LUC7L3	0.3821564617903637
GPAA1	MPO	0.3820560875179192
TOP1MT	ZBTB33	0.3820547548068565
FKBP14	CRELD2	0.3820369789107895
TRIB3	RHOBTB1	0.3820308414309664
STT3B	JAM3	0.3819850413397013
PPP2R5D	PUS3	0.3819556732039451
CAMK1D	APLP2	0.3818725772729644
CFD	LSP1	0.3818664079088809
AEN	EEF1AKMT3	0.3818498122506763
TTC8	TRIM65	0.3817829861277186
AC104232.1	APLP2	0.3817372647129989
RGCC	NAGLU	0.3817182177420916
DUSP3	AZU1	0.3817104931242649
CEBPE	VPS13C	0.381686735888439
GATM	SNHG29	0.38164453553354905
KIT	ABCC1	0.3816405587191109
SSR4	KAT6B	0.381520727478156
JUND	AKR1B1	0.3814802999335691
DPP7	MS4A3	0.3814654725234893
CCDC51	TUBE1	0.38144216299720624
CD52	UBE2Q1	0.3813319732276341
HNRNPD	ELANE	0.3813170281195097
CD164	AC109326.1	0.3812898537428828
KATNA1	TWNK	0.3812473104868918
SMC4	ASCL2	0.3812426799474887
ATL3	SLC28A3	0.3812189124783831
RNASE2	RNVU1-15	0.3811963716096271
GM2A	MAN2B2	0.3811849635064291
RAB5B	B4GAT1	0.3811692974202598
SMC4	ZNF586	0.3810889863080972
ARFRP1	SLC35C2	0.3810781643147819
DBNL	FASTKD3	0.3810234632327304
PRMT1	CDC23	0.3810130344018629
VPS13C	FURIN	0.3809771508109299
DPEP3	CCDC169	0.3809540927080272
BLZF1	PMS2	0.3809494741724426
DDX28	LEKR1	0.3809398579609055
LIG1	SRGN	0.38092129254210894
TBCCD1	GGPS1	0.3808880186608565
MARC1	GPR180	0.3808730881245774
GSEC	ZNF649	0.38084849926590336
NUP188	TRGC2	0.3807816666953365
TEX261	SMARCA4	0.3807734462557208
ABCC1	LUC7L3	0.38074467760037145
RASGRP2	EARS2	0.3807340047588082
CYB5RL	HSP90B1	0.3807275120338097
TRIOBP	LSP1	0.3807153812412336
APLP2	SNIP1	0.3806665599381978
CHD6	TEX261	0.38064247945539775
HIVEP3	GATM	0.3806359338765868
SLC38A10	HSH2D	0.3806268905997435
RANGAP1	ZBED4	0.38061408761227816
CYBRD1	CMTR2	0.3806138076018508
AC004069.1	CXorf21	0.38055586573840705
PLOD3	DOLK	0.3805549552819717
ARHGAP15	C5orf15	0.3805400910247681
LENG8	PLTP	0.38049968356258507
TRGJP1	SSH3	0.3804967555608684
TENT5A	TRGC2	0.3804818689834276
AC109326.1	SERPINB10	0.380461782440723
SNHG29	SNTB1	0.3804613305730487
LUC7L3	ERAP1	0.3804442790202984
APEX2	GGPS1	0.38044305114077004
MACF1	CCDC169	0.3804036622094752
SLC19A1	AKR1B1	0.3803561032370916
HIST1H4C	TENT5A	0.38034786698492973
AFF4	RANGAP1	0.38028262435882254
MTO1	TBCCD1	0.3802618941504064
AC118549.1	IL5RA	0.3802560032518412
WDFY1	CEPT1	0.3802356943260088
POLR2L	HTRA2	0.3801385606137469
PRG2	ANKRD18A	0.3800989594394188
SMC4	SLC35A5	0.38009178198519744
PABPC1L	RGCC	0.38007785001964295
RBM15B	MYC	0.3800181064522775
SNHG29	PAPOLA	0.38001394276599293
IMMP1L	ARHGAP15	0.3799984353256938
SERPINB1	GPI	0.37994740163651375
C1QTNF3	CTHRC1	0.3798100080469488
ELANE	FNDC3B	0.3797815142279706
FOSB	PTK2B	0.3797785881550409
PLOD3	CYP2S1	0.3797517896298718
PSMD10	RAB26	0.3797386750176439
NAGLU	TRIM35	0.3797067599702391
URB2	MROH8	0.3795950062372884
RECQL4	TRIQK	0.37942492476218825
HIST1H4C	TMEM39A	0.37935551230636655
CD164	IL5RA	0.3793486624413864
AC245014.3	CTDP1	0.3792985507049979
IP6K2	APLP2	0.3791873806133755
ACSM1	TFEC	0.3791652945544904
RNF149	C1QTNF4	0.3791629752868557
GRPEL1	SLC36A4	0.3791439850299732
RANGAP1	AL355922.1	0.3791226432220627
TCF25	TMEM19	0.37911691363564826
UGGT1	NCAPH	0.3791117764509953
EARS2	FAS	0.3790893554815695
RAB7B	ZNF574	0.3790774608637135
CTSG	PJVK	0.37905939043583
CANX	CYB561D1	0.3790526763026037
TRIM65	CTDP1	0.3790454785794581
CMTR2	RNVU1-15	0.37901814429737707
SNHG29	TRIM6	0.3789251971971421
SLC22A31	MPP6	0.3788926215539061
HIVEP3	TBC1D10C	0.3788173107967295
GNPDA2	DYNC2LI1	0.3787970225967495
ANKLE1	TSPOAP1	0.3787449823310898
LRG1	CSF3R	0.3786908943674308
RANGAP1	CST3	0.3786455609400456
SMARCA4	HSF2	0.3786260460738226
FBN2	MAN2B2	0.3786031283891346
YME1L1	NUDT8	0.37848098009288017
ALDH3A2	SLC35A5	0.37847995246389976
GATM	SACS	0.37846979293110294
PRKAG2	MARS2	0.3784073091878141
NEU3	AZU1	0.378404971265477
HMGB2	HSP90B1	0.3783430538421593
CD52	CCDC169	0.3782830804203956
CCDC137	MRM1	0.3782603620773362
ITGAL	PRAM1	0.3782109021920983
MPO	SSH3	0.3781918834266959
IL5RA	TNRC6C	0.378183695249311
ERI1	C1QTNF3	0.3781410784785525
TBC1D10C	C1QTNF4	0.3781378443657888
HIVEP3	KAT7	0.3780955374422373
GOSR1	MYO18A	0.3780683673207334
ERAP1	MARS2	0.3780541342938917
UHRF1BP1	CSF3R	0.3780517396959456
HSH2D	SNTB1	0.3780379412036231
GM2A	FKBP14	0.3780307692602585
ZFYVE26	KCNE5	0.3780001178504083
FKBP14	C1GALT1C1	0.3779293110549645
FAM180B	NCAPH	0.3779183178073682
TRIM65	AFF4	0.3779075570159224
TWNK	PKNOX1	0.37786853652967545
FAM98A	JOSD1	0.3778293331950421
MAN1A1	P2RY2	0.377783342672193
SKIV2L	CHD6	0.3777749450511233
NEU3	CALR	0.3777530859077406
STT3B	POLR2L	0.3777494757446971
KBTBD6	PKNOX1	0.3777376449275485
RBKS	TRGC2	0.3777244851619361
ATL2	CANX	0.3776862826008701
FTL	ITGAL	0.37761490935907455
UGGT1	CRELD2	0.37759242423121797
RNASE2	MYC	0.3775755769697969
PUS3	HAVCR2	0.3775726002084788
DNM1	TRBV12-3	0.3775590302552409
MTO1	HGF	0.3775544685831294
PRAM1	HSPA5	0.3775155831215571
STT3B	ERAP1	0.3774899260937067
EXOSC3	AP002761.4	0.3774528731872268
CD164	HIVEP3	0.37737790733256177
AC019069.1	RAVER1	0.37737237715252936
CATSPER2	MACF1	0.37735410043068857
ACSM3	FBN2	0.3773531518068808
COQ3	LEKR1	0.3773354771871765
NDUFA5	LUC7L3	0.3773271502089743
MCM4	SLC36A4	0.37728876548573576
UNC45A	GLT8D1	0.3772590489870925
CNPY3	ZNF586	0.3772416577193001
CD52	ZKSCAN2	0.3772239587325658
POLR2L	C1QTNF4	0.3772054406557013
IRS2	HSPA5	0.3771926224334395
PSMD10	ALAS1	0.37716968949884017
AC118549.1	FTCDNL1	0.3771640277648705
TBCCD1	FCGR1A	0.37713117992697404
FURIN	TRIQK	0.3771198715398084
ACSM1	SRGN	0.377094328125341
